,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,date_millesime
4373,France,"A good contrast between weighty, rich fruit and a steely structure. White fruits and acidity offer freshness, while the more austere edge gives the wine a serious, solid character. For aging.",Le Limosin,91,75.0,Burgundy,Meursault,,Roger Voss,@vossroger,Domaine Michel Bouzereau 2014 Le Limosin  (Meursault),Chardonnay,Domaine Michel Bouzereau,2014
4377,France,"Full in the mouth, round and rich, the wine is finely structured, fresh and ripe at the same time. Delicious.",Alliance,91,43.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Daniel Barraud 2014 Alliance  (Pouilly-Fuissé),Chardonnay,Daniel Barraud,2014
4382,France,"A rounded wine, with a counterpoint of apple skin texture, the fruit flavors offering acidity as well as green plums. The texture is plush, velvet, delicious.",Charmes Premier Cru,91,70.0,Burgundy,Meursault,,Roger Voss,@vossroger,Louis Latour 2014 Charmes Premier Cru  (Meursault),Chardonnay,Louis Latour,2014
4383,France,"Big and broad with fruit that is full and ripe, packed with golden apple flavors. It has great texture and sweetness, with a well-judged touch of vanilla from the wood.",Goutte d'Or Premier Cru,91,70.0,Burgundy,Meursault,,Roger Voss,@vossroger,Louis Latour 2014 Goutte d'Or Premier Cru  (Meursault),Chardonnay,Louis Latour,2014
4385,France,"Strong wood aromas show in the toasty edge of this spicy wine. Ripe yellow fruits are full in the mouth, with a crisp, bright aftertaste to give a final lift.",,88,18.0,Burgundy,Mâcon-Milly Lamartine,,Roger Voss,@vossroger,Domaine Carrette 2022  Mâcon-Milly Lamartine,Chardonnay,Domaine Carrette,2022
4386,France,The red wine from this vineyard (which also produces a white) is firm with layers of toast from wood aging as well as the potential for ripe red fruits. It is going to need some time to lose that spicy flavor that currently dominates the wine. Give it until 2021.,Les Gravières Premier Cru,88,28.0,Burgundy,Santenay,,Roger Voss,@vossroger,Domaine Jessiaume 2021 Les Gravières Premier Cru  (Santenay),Pinot Noir,Domaine Jessiaume,2021
4387,France,"This aromatic wine is delicious Pinot Noir. With fine ripe red fruits that are shot through with tannins for aging and crisp acidity for refreshing drinking, this is a rich wine that should be drunk now.",Mont-Avril,88,21.0,Burgundy,Côte Chalonnaise,,Roger Voss,@vossroger,Domaine Michel Goubard 2021 Mont-Avril  (Côte Chalonnaise),Pinot Noir,Domaine Michel Goubard,2021
4388,France,"This rounded wine is soft and ripe. Along with its smooth, warm texture it offers generous pear and melon flavors. Acidity adds an attractive final crispness. Drink now.",,88,21.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Domaine Pascal et Mireille Renaud 2021  Saint-Véran,Chardonnay,Domaine Pascal et Mireille Renaud,2021
4397,France,"This smooth and creamy wine is spicy with wood aging and rich with yellow fruits. It presents a generous character, rounded and open. The wine is ready to drink.",Clos Reyssie,88,27.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Georges Duboeuf 2021 Clos Reyssie  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf,2021
4398,France,"This mango-flavored wine is ripe, generous and fruity. Its richness and spice are right up front. It is a gorgeous wine, smooth, creamy and ready to drink.",Domaine du Bois Rosier,88,27.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Georges Duboeuf 2021 Domaine du Bois Rosier  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf,2021
4401,France,"The wine is ripe and warm with generous red-berry fruits and touches of spice. The wine is rounded, full of fruitiness with a layer of tannins that is nicely judged to give support and breadth to the fruit. Drink from 2023.",Vieilles Vignes,88,23.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2021 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Jean-Luc and Paul Aegerter,2021
4404,France,"Touches of wood, not new, give this wine spice and roundness. It is an attractive, citrus-flavored wine, with yellow fruits coming from behind as the wine opens up. Drink now.",,88,22.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Louis Latour 2021  Marsannay,Chardonnay,Louis Latour,2021
4409,France,"This smooth wine has a rounded, soft texture, but acidity and a citrus edge creep into the peach and pineapple fruits. Drink now.",Vieilles Vignes,88,28.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Meurgey-Croses 2021 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Meurgey-Croses,2021
4413,France,"This ripe wine is already delicious with its full, bold fruits and peach and mango flavors. It's full of rich fruits and touched lightly by spice. Drink this generous wine from 2022.",,88,22.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Rijckaert 2021  Saint-Véran,Chardonnay,Rijckaert,2021
4433,France,"This wine is tight and closed up. It does suggest plenty of fruit weight, hinting at toast and apple flavors that will come through over the next several years to give a rich wine. Drink from 2022.",Charmes Premier Cru,89,66.0,Burgundy,Meursault,,Roger Voss,@vossroger,Domaine Faiveley 2021 Charmes Premier Cru  (Meursault),Chardonnay,Domaine Faiveley,2021
4434,France,"The wood-aging flavors show strongly in this ripe wine, balancing with the apple acidity and the touches of green-plum fruits. A streak of minerality adds to the complexity of this delicious wine. Drink from 2022.",Les Ecussaux Premier Cru,89,29.0,Burgundy,Auxey-Duresses,,Roger Voss,@vossroger,Domaine Jessiaume 2021 Les Ecussaux Premier Cru  (Auxey-Duresses),Chardonnay,Domaine Jessiaume,2021
4435,France,"This wine is ripe, rounded with a smooth vanilla and spice texture that complements the yellow fruit and rich pear flavors. The wine is generous and likely to age quickly. Drink from 2023.",Dessus des Golardes,89,31.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Domaine Pierre Guillemot 2021 Dessus des Golardes  (Savigny-lès-Beaune),Chardonnay,Domaine Pierre Guillemot,2021
4436,France,"This is a tight, tangy wine, laced with attractive wood flavors. Plenty of crisp citrus and spicy flavors balance each other. It is already delicious, so drink now.",,89,23.0,Burgundy,Mâcon-Verze,,Roger Voss,@vossroger,Domaine Sophie Cinier 2022  Mâcon-Verze,Chardonnay,Domaine Sophie Cinier,2022
4479,France,"A ripe and soft wine, this is impressively rich for a Pinot Noir grown so far north in Burgundy. It has hints of red fruits along with pear and tight citrus minerality. The wine is ready to drink.",Brut,91,54.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Brut  (Crémant de Bourgogne),Pinot Noir,Bailly-Lapierre,
4484,France,This wine comes from a four-acre parcel of 55-year-old vines. It has the concentration that is so special to old vines. That goes with the ripe red fruits and generous tannins that give the wine great richness. It is a young wine still even though so fruity and will be better to drink from 2023.,Vieilles Vignes,91,43.0,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Henri Delagrange 2020 Vieilles Vignes  (Volnay),Pinot Noir,Domaine Henri Delagrange,2020
4497,France,"The mature vines in the name of the wine are 40-years-old. The result is a firm structured wine although one with plenty of soft red fruits in the background. They are developing well, bringing with them acidity and good potential. Drink this wine from 2022.",Closerie des Alisiers Vieilles Vignes,91,37.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Maison Stéphane Brocard 2020 Closerie des Alisiers Vieilles Vignes  (Gevrey-Chambertin),Pinot Noir,Maison Stéphane Brocard,2020
5230,France,"Still young and firm, this wine gives indications of potential fruitiness along with a structure that promises concentration. Layers of black fruits and acidity need time to integrate fully with the dark structure and dense texture. Wait to drink this wine for a few more years, at least until 2022.",,91,77.0,Burgundy,Corton Les Renardes,,Roger Voss,@vossroger,Domaine Maillard 2017  Corton Les Renardes,Pinot Noir,Domaine Maillard,2017
5234,France,"This beautifully perfumed wine comes from one of the highest in elevation premier cru vineyards. The tannins have fully integrated with the red berry and cherry fruits to give a soft, jammy character that contrasts with acidity to give a great lift at the end. Drink this sophisticated wine from 2022.",Les Chaumées Premier Cru,91,51.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2018 Les Chaumées Premier Cru  (Chassagne-Montrachet),Pinot Noir,Au Pied du Mont Chauve,2018
5247,France,"From old vines planted in 1955, this dense, impressive wine offers both perfume apple and pear fruits and a creamy texture. Behind this generous front, the wine is tight, steely and needs to age. Give it until 2022.",Fourchaume Premier Cru Vieilles Vignes,91,41.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Vrignaud 2019 Fourchaume Premier Cru Vieilles Vignes  (Chablis),Chardonnay,Domaine Vrignaud,2019
5255,France,"The two parcels that go into this wine have performed well in 2016. This solid, dense wine is firm with tannins and rich with red plum and berry fruits. It is perfumed, ripe and concentrated. With this structure and with the acidity, it will age, so drink from 2022.",Les Brunettes et Planchots,91,46.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Château de Santenay 2018 Les Brunettes et Planchots  (Aloxe-Corton),Pinot Noir,Château de Santenay,2018
5410,France,"This wine, a blend from many Mâcon vineyards, is crisp and full of acidity, making it bright and tangy. Its freshness is up front with apple and citrus fruits. The mineral texture gives an attractive tautness, and the wine is drinkable now.",Terroir du Mâconnais,88,24.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Bret Brothers 2020 Terroir du Mâconnais  (Mâcon-Villages),Chardonnay,Bret Brothers,2020
5418,France,"This wine is buttery and has a creamy texture along with a fresh streak. Apple flavors are lifted with citrus while also filled out with that rounder character, making for an immediately attractive, ripe wine. Drink now.",Les Mûres,88,22.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Domaine Carrette 2020 Les Mûres  (Saint-Véran),Chardonnay,Domaine Carrette,2020
5427,France,"This wine is round and smooth, with attractive white-fruit flavors. The light acidity is more than compensated by the touch of toastiness and spice. With a juicy aftertaste, the wine is already very enjoyable.",,88,21.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Trenel Fils 2020  Mâcon-Villages,Chardonnay,Trenel Fils,2020
5440,France,"Peach and lemon combine in this superripe Chablis. Reflecting the warm vintage, the wine is soft, laced with lime juice acidity and hinting at vanilla and thyme. Round and warm, it is not typical Chablis, much more akin to a Meursault.",Premier Cru Réserve,88,42.0,Burgundy,Chablis,,Roger Voss,@vossroger,Labouré-Roi 2015 Premier Cru Réserve  (Chablis),Chardonnay,Labouré-Roi,2015
5619,France,"New wood overwhelms the aromas, and it also dominates the palate of this wine. It just keeps on the right side of drinkability because the spice merges into pear flavors to give an intriguing nutmeg character, while the aftertaste offers freshness. The wine needs at least a year to blend together.",Les Brulés,90,68.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château de Fuissé 2012 Les Brulés  (Pouilly-Fuissé),Chardonnay,Château de Fuissé,2012
5753,France,"Three barrels were made of this structured, tannic wine that offers a juicy balance between acidity and dark tannins. It is perfumed with acidity that cuts through the red berry and dry concentration. It is a dense wine, full of fruit. Drink from 2023.",Les Beaux Monts Premier Cru,92,100.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Louis Latour 2018 Les Beaux Monts Premier Cru  (Vosne-Romanée),Pinot Noir,Louis Latour,2018
5815,France,"A simple, fruity wine, this offers attractive citrus flavors and a ripe texture. Yellow fruits add richness while the acidity shoots through at the end.",,84,16.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,Domaine Chatelain 2019  Petit Chablis,Chardonnay,Domaine Chatelain,2019
5825,France,"This light-colored, soft and supple wine has a palate filled with red fruits. It's immediately drinkable, already showing signs of maturity.",,84,20.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Manuel Olivier 2017  Bourgogne,Pinot Noir,Manuel Olivier,2017
5866,France,"This is a classic mineral-driven wine with its intense acidity and bright lemon fruit. Textured and crisp with acidity, it's packed with great fruitiness. From a fine vintage for whites, it has a cool, stylish aftertaste. Drink now.",,88,24.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Vignerons des Terres Secrètes 2020  Pouilly-Fuissé,Chardonnay,Vignerons des Terres Secrètes,2020
5874,France,"Ripe with a warm character, this wine has both bright red berry fruit and a rich, generous structure. Its fruitiness shows that it's still young—its acidity very much upfront. It will fill out and develop richness with time in bottle. Drink from 2024.",,88,26.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Labouré-Roi 2021  Savigny-lès-Beaune,Pinot Noir,Labouré-Roi,2021
5883,France,"Made from fruit selected across this southern Burgundy appellation, this wine has a touch of minerality and more attractive white fruit. It's rich, soft, full-bodied and fruity. Drink now.",,88,23.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Florent Descombe 2020  Pouilly-Fuissé,Chardonnay,Florent Descombe,2020
5910,France,"This beautiful wine is austere at this very young stage. But what pent-up power—the richness comes from glorious ripe fruit, tempered with a core of steel and wrapped with pure lemon, apricot and toast flavors. Age for 10 years at least.",,97,351.0,Burgundy,Bâtard-Montrachet,,Roger Voss,@vossroger,Domaine Leflaive 2014  Bâtard-Montrachet,Chardonnay,Domaine Leflaive,2014
5911,France,"A ripe, toasty wine, very buttery. It has rich, almost sweet yellow fruit balanced with a wonderful mineral texture. The wine, of course, is still very young, but shows its future as being rounded and opulent. The acidity that holds it all together shows in the finish.",,97,441.0,Burgundy,Chevalier-Montrachet,,Roger Voss,@vossroger,Domaine Leflaive 2014  Chevalier-Montrachet,Chardonnay,Domaine Leflaive,2014
5955,France,"Soft, lightly creamy Chardonnay, pleasantly fruity, offering some apple and pear flavors along with gentle acidity.",,84,14.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Barton & Guestier 2015  Mâcon-Villages,Chardonnay,Barton & Guestier,2015
